scenario_id,A0_state,A1_state,A2_state,A3_state,A4_state,A5_state,A6_state,A7_state,A8_state,A9_state,A10_state,modality_class,endpoint_data_type,analyte_role,terminal_state,q_code,family_id,family_assigned_at
2eea300e4ee6,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,REPAIR,,F25,2026-05-22T08:18:32+00:00
d16d432e4471,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F25,2026-05-22T08:18:32+00:00
3720138a10e7,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15B,F25,2026-05-22T08:18:32+00:00
44a2993c6672,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F25,2026-05-22T08:18:32+00:00
6fcb407d90bd,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,REPAIR,,F22,2026-05-22T08:18:32+00:00
52d79edeff1b,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
216e706802c1,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15B,F22,2026-05-22T08:18:32+00:00
df88dc1ab255,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
50a240e54f66,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,REPAIR,,F15,2026-05-22T08:18:32+00:00
91b92d8b2454,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15B,F15,2026-05-22T08:18:32+00:00
43d3b94c8440,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,REPAIR,,F25,2026-05-22T08:18:32+00:00
fc2c7d4c38e2,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F25,2026-05-22T08:18:32+00:00
fe72646da4fc,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15B,F25,2026-05-22T08:18:32+00:00
db33ad62ba24,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F25,2026-05-22T08:18:32+00:00
574ac37089a8,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,REPAIR,,F22,2026-05-22T08:18:32+00:00
d897b8c3f42f,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
44932c14161f,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15B,F22,2026-05-22T08:18:32+00:00
91be8e2c5a16,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
2d30413ad191,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F15,2026-05-22T08:18:32+00:00
fa329a3ea9c6,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F15,2026-05-22T08:18:32+00:00
605655eea556,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15A,F25,2026-05-22T08:18:32+00:00
6b4cf4139560,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F25,2026-05-22T08:18:32+00:00
90364bb4a16f,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15A,F25,2026-05-22T08:18:32+00:00
e96cb646e859,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F25,2026-05-22T08:18:32+00:00
242f0412a479,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
d0642becc02b,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
26b77ff7ba8f,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
ae8fff71492d,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
12182a62df7b,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,AUTO,,F15,2026-05-22T08:18:32+00:00
44950418f362,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15B,F15,2026-05-22T08:18:32+00:00
e88cf9d65ef0,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,REPAIR,,F25,2026-05-22T08:18:32+00:00
c7c317b5f0c4,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F25,2026-05-22T08:18:32+00:00
de3e11643625,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15B,F25,2026-05-22T08:18:32+00:00
aef248443667,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F25,2026-05-22T08:18:32+00:00
b6ef4fcb8a92,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,REPAIR,,F22,2026-05-22T08:18:32+00:00
180d02368053,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
d123c6342013,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15B,F22,2026-05-22T08:18:32+00:00
c84667d6b526,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
b745adb46a9d,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,REPAIR,,F15,2026-05-22T08:18:32+00:00
73d5344f1f88,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15B,F15,2026-05-22T08:18:32+00:00
84e6d4b6c1fb,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,REPAIR,,F25,2026-05-22T08:18:32+00:00
5d24c718b2db,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F25,2026-05-22T08:18:32+00:00
b102262eefd7,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15B,F25,2026-05-22T08:18:32+00:00
36f2affec7ee,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F25,2026-05-22T08:18:32+00:00
17b7ee0b0599,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,REPAIR,,F22,2026-05-22T08:18:32+00:00
2250eaf9ea01,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
f714eb4b8364,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15B,F22,2026-05-22T08:18:32+00:00
1e5728993fef,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q16,F22,2026-05-22T08:18:32+00:00
7d640080a3c5,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F15,2026-05-22T08:18:32+00:00
5538f319d357,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F15,2026-05-22T08:18:32+00:00
19ac4134b3b7,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15A,F25,2026-05-22T08:18:32+00:00
274a81caa6b8,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F25,2026-05-22T08:18:32+00:00
1597da1594aa,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15A,F25,2026-05-22T08:18:32+00:00
f6a433dae29f,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F25,2026-05-22T08:18:32+00:00
2994fb356728,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
9060766d2566,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
be5648f28ba6,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
7d05b4eb221a,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,BISPECIFIC,COUNT_PD,,QUARANTINE,Q15A,F22,2026-05-22T08:18:32+00:00
40e31690556b,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,COUNT_PD,,AUTO,,F15,2026-05-22T08:18:32+00:00
99e624876e71,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,CELL_THERAPY,COUNT_PD,,QUARANTINE,Q15B,F15,2026-05-22T08:18:32+00:00
eff54c7f549a,AIC-TTE,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,CELL_THERAPY,COUNT_PD,VECTOR_COPY|CAR_POSITIVE_CELL,REPAIR,,F15,2026-05-22T08:18:32+00:00
