scenario_id,family_id,terminal_state,q_code,action_label,action_sequence_hash,parameter_policy_hash,required_policy_set,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29
a04c52da07bd,F15,REPAIR,,REPAIR_F15_BLQ_CMTROLE,b0a07c38e805,edd44a84e2e5,"analyte_role_declaration,blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N
f91148d59828,F15,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N
6b2bfe157808,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N
6ccf2fb0b356,F15,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N
033bad5e68b7,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,N
87a72370d145,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N
20359b929d7f,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N
f33f8979021f,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N
f4f5e998ed6b,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N
3e24530bc50b,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N
a8a73ffaf15b,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N
9fc660055849,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N
2dab88dda320,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N
08f05c878f34,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N
5ee50067d096,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N
ab190a9d39db,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N
a12b96151d88,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N
638cc863f37c,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N
1970b4c6c02d,F27,AUTO,,AUTO_F27_MRNA,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
84504982d8e9,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
488545ce20eb,F27,REPAIR,,REPAIR_F27_CMTM,625092f45d69,3d9b119a827c,cmt_analyte_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
01ef3e4bd61f,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
faa744c1a14d,F27,REPAIR,,REPAIR_F27_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
176af4c0b412,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
50e2662da879,F27,REPAIR,,REPAIR_F27_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
edc9aa6521cd,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
8f5766bb4dc5,F27,REPAIR,,REPAIR_F27_BLQ_CMTM,ad950bea7a00,b0d8a8150750,"blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
7f693b1569bd,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
e60d1bf87d91,F27,REPAIR,,REPAIR_F27_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
d8a82d648e7e,F27,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
0019c22dfbe8,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
2f3a07e5814c,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N
a0c94f0eef87,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
893b794cbda4,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N
5830f111f896,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N
d23d32ffdf75,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N
9ef80a57992d,F27,AUTO,,AUTO_F27_MRNA,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
83aaf1bc5add,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
53c027b0fea9,F27,REPAIR,,REPAIR_F27_CMTM,625092f45d69,3d9b119a827c,cmt_analyte_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N
ee651fa9c1ea,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N
f82f3d7a942e,F27,REPAIR,,REPAIR_F27_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N
cd4ce6759acd,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
8738beb1baa5,F27,REPAIR,,REPAIR_F27_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
7d510639a583,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
11735c05c3d9,F27,REPAIR,,REPAIR_F27_BLQ_CMTM,ad950bea7a00,b0d8a8150750,"blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N
d7ade7250bd1,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N
807ef074b5e2,F27,REPAIR,,REPAIR_F27_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N
64f8351d5476,F27,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
9e9258e43015,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N
3567a747f731,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N
60a54de0ccae,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N
74863fd170d2,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N
d3bd99c9d002,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N
6d2cfcab6d80,F27,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N
3f49933ef571,F15,AUTO,,AUTO_F15_SMALL_MOLECULE,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7ba5df2090c9,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
da7f7efe7e90,F15,REPAIR,,REPAIR_F15_CMTM,625092f45d69,3d9b119a827c,cmt_analyte_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
4f850c756fe6,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
bb0a4e3e0d88,F22,REPAIR,,REPAIR_F22_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
4c64435b1e55,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
1186540445e2,F15,REPAIR,,REPAIR_F15_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
b703f547831f,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2811adc8bb3b,F15,REPAIR,,REPAIR_F15_BLQ_CMTM,ad950bea7a00,b0d8a8150750,"blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
88fe4fd133b4,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
166c7be0c72f,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
46cc08c990f4,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
7d78e5bc0373,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
6308b88b7592,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N
3f315bd10313,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
2a3e52499b64,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N
da426c52b22b,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N
b38484eb8d29,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N
05f9a31cd6bf,F15,AUTO,,AUTO_F15_SMALL_MOLECULE,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
d1de113e2133,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
cd9866426363,F15,REPAIR,,REPAIR_F15_CMTM,625092f45d69,3d9b119a827c,cmt_analyte_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N
441777bda59c,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N
0e33081b8fe6,F22,REPAIR,,REPAIR_F22_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N
ab3c49b0a2a9,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
57056b55e271,F15,REPAIR,,REPAIR_F15_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
5316b327b15e,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2cddfab0a2ab,F15,REPAIR,,REPAIR_F15_BLQ_CMTM,ad950bea7a00,b0d8a8150750,"blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N
ddf1de915157,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N
04e37f2b966c,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N
aaeea1759f32,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
3594af84e605,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N
7acfd7b86338,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N
dff4d2d93e0a,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N
8428a7cc0e59,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N
dda395932910,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N
1a8288233fea,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N
f7ea2bcbc4b6,F15,AUTO,,AUTO_F15_MAB,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
97844269ccbd,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
51e00ddb8b53,F15,REPAIR,,REPAIR_F15_CMTM,625092f45d69,3d9b119a827c,cmt_analyte_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
9d8a14604573,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
5a26c293d67f,F22,REPAIR,,REPAIR_F22_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
